$BUILT 2014-07-04 22:55:07
$AUTHOR Amanda
$GERMAN Why is Lix set for German!?
$ENGLISH One For Me, One For You (4p)

#SIZE_X 896
#SIZE_Y 448
#TORUS_X 1
#TORUS_Y 0
#BACKGROUND_RED 0
#BACKGROUND_GREEN 0
#BACKGROUND_BLUE 0

#SECONDS 45
#INITIAL 220
#REQUIRED 20
#SPAWN_INTERVAL 6
#SPAWN_INTERVAL_FAST 4

#BASHER 5
#MINER -1
#DIGGER -1
#BATTER -1
#BLOCKER 4
#PLATFORMER 24
#BUILDER 2
#CUBER 1
#WALKER 60
#JUMPER 20
#CLIMBER 0
#FLOATER 2

:matt/marble/Hatch.H: 232 16
:matt/marble/Hatch.H: 456 16
:matt/marble/Hatch.H: 680 16
:matt/marble/Hatch.H: 8 16

:matt/underworld/Goal.G: 640 368
:matt/underworld/Goal.G: 864 368
:matt/underworld/Goal.G: 192 368
:matt/underworld/Goal.G: 416 368

:amanda/forest/frog.T: 232 40
:amanda/forest/frog.T: 232 240
:amanda/forest/frog_catch.T: 376 240
:amanda/forest/frog_happy.T: 344 304
:amanda/forest/frog.T: 456 40
:amanda/forest/frog.T: 456 240
:amanda/forest/frog_catch.T: 600 240
:amanda/forest/frog_happy.T: 568 304
:amanda/forest/frog.T: 680 40
:amanda/forest/frog.T: 680 240
:amanda/forest/frog_catch.T: 824 240
:amanda/forest/frog_happy.T: 792 304
:amanda/forest/frog.T: 8 40
:amanda/forest/frog.T: 8 240
:amanda/forest/frog_catch.T: 152 240
:amanda/forest/frog_happy.T: 120 304

:matt/marble/05b: 224 120
:geoo/steel/dark_32x32o.S: 224 88
:geoo/steel/dark_32x32o.S: 272 88
:matt/marble/05b: 272 120
:matt/marble/05b: 248 152
:matt/marble/05d: 248 184
:geoo/steel/dark_32x32o.S: 280 184
:geoo/steel/dark_32x32o.S: 312 184
:geoo/steel/dark_32x32o.S: 344 184
:geoo/steel/dark_32x32o.S: 216 184
:geoo/steel/dark_64x32o.S: 232 288
:geoo/steel/dark_64x32o.S: 296 288
:geoo/steel/32x16o.S: 266 216
:geoo/steel/32x16o.S: 230 216
:matt/marble/05c: 360 288
:geoo/steel/32x32o.S: 392 288
:geoo/steel/32x32o.S: 376 184
:geoo/steel/32x32o.S: 408 184
:matt/marble/03d: 360 152
:matt/marble/03d: 392 152
:matt/marble/03d: 392 120
:matt/marble/03d: 360 120
:matt/marble/03d: 360 88
:matt/marble/03d: 392 88
:matt/marble/03d: 360 56
:matt/marble/03d: 392 56
:matt/marble/03d: 360 24
:matt/marble/03d: 392 24
:geoo/steel/32x16o.S: 224 8
:geoo/steel/32x16o.S: 256 8
:geoo/steel/32x16o.S: 288 8
:geoo/steel/32x16o.S: 320 8
:geoo/steel/32x16o.S: 352 8
:geoo/steel/32x16o.S: 384 8
:geoo/steel/32x16o.S: 416 8
:geoo/steel/dark_32x16o.S: 360 432
:geoo/steel/dark_32x16o.S: 392 432
:geoo/steel/dark_32x16o.S: 424 432
:geoo/steel/dark_32x16o.S: 232 432
:geoo/steel/dark_32x16o.S: 264 432
:geoo/steel/dark_32x16o.S: 296 432
:geoo/steel/dark_32x16o.S: 328 432
:matt/beach/decor/palmtree: 330 339
:geoo/steel/dark_32x32o.S: 272 320
:geoo/steel/dark_32x32o.S: 272 352
:geoo/steel/dark_32x32o.S: 272 400
:geoo/steel/dark_32x16o.S: 272 384
:matt/marble/05b: 448 120
:geoo/steel/dark_32x32o.S: 448 88
:geoo/steel/dark_32x32o.S: 496 88
:matt/marble/05b: 496 120
:matt/marble/05b: 472 152
:geoo/steel/dark_32x32o.S: 504 184
:geoo/steel/dark_32x32o.S: 536 184
:geoo/steel/dark_32x32o.S: 568 184
:geoo/steel/dark_32x32o.S: 440 184
:geoo/steel/dark_64x32o.S: 456 288
:geoo/steel/dark_64x32o.S: 520 288
:geoo/steel/32x16o.S: 490 216
:geoo/steel/32x16o.S: 454 216
:matt/marble/05c: 584 288
:geoo/steel/32x32o.S: 616 288
:geoo/steel/32x32o.S: 600 184
:geoo/steel/32x32o.S: 632 184
:matt/marble/03d: 584 152
:matt/marble/03d: 616 152
:matt/marble/03d: 616 120
:matt/marble/03d: 584 120
:matt/marble/03d: 584 88
:matt/marble/03d: 616 88
:matt/marble/03d: 584 56
:matt/marble/03d: 616 56
:matt/marble/03d: 584 24
:matt/marble/03d: 616 24
:geoo/steel/32x16o.S: 448 8
:geoo/steel/32x16o.S: 480 8
:geoo/steel/32x16o.S: 512 8
:geoo/steel/32x16o.S: 544 8
:geoo/steel/32x16o.S: 576 8
:geoo/steel/32x16o.S: 608 8
:geoo/steel/32x16o.S: 640 8
:geoo/steel/32x32o.S: 424 288
:geoo/steel/dark_32x16o.S: 584 432
:geoo/steel/dark_32x16o.S: 616 432
:geoo/steel/dark_32x16o.S: 648 432
:geoo/steel/dark_32x16o.S: 456 432
:geoo/steel/dark_32x16o.S: 488 432
:geoo/steel/dark_32x16o.S: 520 432
:geoo/steel/dark_32x16o.S: 552 432
:matt/beach/decor/palmtree: 554 339
:geoo/steel/dark_32x32o.S: 496 320
:geoo/steel/dark_32x32o.S: 496 352
:geoo/steel/dark_32x32o.S: 496 400
:geoo/steel/dark_32x16o.S: 496 384
:matt/marble/05b: 672 120
:geoo/steel/dark_32x32o.S: 672 88
